Ano;Mes;Dia;H;M;S;Dist(cm);Dist2(cm);T(°C);P(Pa)
2019;10;6;11;8;18;70.26;119.65;41.56;101697.05
2019;10;6;11;8;19;70.91;362.81;41.57;101697.00
2019;10;6;11;8;19;60.93;-4928.13;41.58;101696.78
2019;10;6;11;8;20;55.52;181.68;41.60;101696.77
2019;10;6;11;8;20;54.62;200.98;41.62;101696.24
2019;10;6;11;8;21;52.68;196.80;41.63;101696.81
2019;10;6;11;8;21;52.70;-634.18;41.64;101696.20
2019;10;6;11;8;22;58.21;1862.60;41.66;101696.37
2019;10;6;11;8;23;68.05;59.11;41.68;101695.95
2019;10;6;11;8;23;79.00;84.42;41.69;101695.65
2019;10;6;11;8;24;82.76;495.91;41.70;101695.60
2019;10;6;11;8;24;88.79;-634.18;41.72;101695.80
2019;10;6;11;8;25;90.15;59.48;41.74;101694.53
2019;10;6;11;8;25;94.79;37.09;41.75;101694.84
2019;10;6;11;8;26;95.85;1042.07;41.76;101694.74
2019;10;6;11;8;26;97.65;162.91;41.77;101694.23
2019;10;6;11;8;27;99.69;314.56;41.79;101694.29
2019;10;6;11;8;28;97.70;115.28;41.79;101694.13
2019;10;6;11;8;28;107.44;-634.18;41.80;101694.14
2019;10;6;11;8;29;102.83;-634.18;41.80;101693.73
2019;10;6;11;8;29;110.87;672.02;41.81;101693.98
2019;10;6;11;8;30;108.51;84.42;41.82;101693.85
2019;10;6;11;8;30;107.78;115.28;41.82;101693.58
2019;10;6;11;8;31;107.10;109.92;41.82;101693.61
2019;10;6;11;8;32;111.74;135.02;41.82;101692.75
2019;10;6;11;8;32;108.58;77.51;41.82;101692.39
2019;10;6;11;8;33;113.99;111.21;41.82;101692.01
2019;10;6;11;8;33;121.41;64.33;41.82;101691.59
2019;10;6;11;8;34;122.67;242.12;41.81;101690.50
2019;10;6;11;8;34;121.81;62.22;41.80;101689.80
2019;10;6;11;8;35;122.26;59.11;41.79;101689.44
2019;10;6;11;8;36;121.41;78.15;41.79;101689.42
2019;10;6;11;8;36;119.94;129.47;41.77;101689.12
2019;10;6;11;8;37;120.75;236.08;41.76;101688.86
2019;10;6;11;8;37;125.87;121.18;41.74;101688.56
2019;10;6;11;8;38;121.74;154.91;41.73;101688.27
2019;10;6;11;8;38;126.87;136.97;41.70;101688.47
